customer_id,churn_prob,ltv,revenue_at_risk,is_top_20_risk,rfm_segment,r_score,f_score,m_score,recommended_action,days_since_last_purchase,total_orders,avg_order_value
CUST0435,0.00036905691668977,37338.5,13.78,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,47,10,3733.85
CUST0436,8.481508892633424e-07,58677.85,0.05,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,1,14,4191.275
CUST0437,0.9415672052469914,49258.59,46380.27,1,At Risk,2,3,4,Urgent Win-back Campaign,104,12,4104.882500000001
CUST0438,0.04860035470043674,26941.6,1309.37,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,66,10,2694.16
CUST0439,0.0003381034078885416,28760.6,9.72,0,New Customers,4,2,4,Discount + Personalized Outreach,34,7,4108.657142857143
CUST0440,0.05469101395922651,22420.69,1226.21,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,64,8,2802.5862500000003
CUST0441,1.46848213699694e-06,56937.33,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,4,12,4744.7775
CUST0442,0.00029829814840248297,45860.58,13.68,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,38,11,4169.143636363636
CUST0443,0.9542878143526397,37228.74,35526.93,1,At Risk,2,3,4,Urgent Win-back Campaign,101,11,3384.4309090909087
CUST0444,0.9673247522332928,21392.19,20693.19,0,Hibernating,2,2,3,Reactivation Email Series,107,6,3565.365
CUST0445,0.977393675092197,27945.92,27314.17,1,At Risk,2,3,4,Urgent Win-back Campaign,115,11,2540.538181818182
CUST0446,6.437632799446959e-07,81702.07,0.05,0,Champions,5,5,5,Discount + Personalized Outreach,7,22,3713.730454545455
CUST0447,0.9978409373246906,50813.27,50703.56,1,Hibernating,2,2,5,Reactivation Email Series,164,8,6351.6587500000005
CUST0448,0.919591205043423,38632.71,35526.3,1,At Risk,2,3,4,Urgent Win-back Campaign,96,11,3512.064545454545
CUST0449,1.4452020851311205e-06,37007.7,0.05,0,Champions,5,4,4,Discount + Personalized Outreach,10,16,2312.9812500000003
CUST0450,9.75107623749507e-07,66439.83,0.06,0,Champions,5,4,5,Discount + Personalized Outreach,8,16,4152.489375
CUST0451,1.0064468062571304e-06,44224.72,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,14,14,3158.908571428572
CUST0452,0.9941653792830912,34232.26,34032.53,1,At Risk,2,3,4,Urgent Win-back Campaign,153,13,2633.250769230769
CUST0453,0.0007054402668796743,72230.83,50.95,0,Champions,4,5,5,Discount + Personalized Outreach,58,21,3439.563333333333
CUST0454,9.66144208582566e-07,32777.65,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,7,11,2979.786363636364
CUST0455,0.9953097755966555,34006.85,33847.35,1,At Risk,2,3,4,Urgent Win-back Campaign,151,12,2833.9041666666667
CUST0456,1.132393234409531e-06,29596.32,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,8,10,2959.632
CUST0457,0.000636154870582063,26922.66,17.13,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,52,10,2692.266
CUST0458,0.9743994134556709,66514.61,64811.8,1,At Risk,2,3,5,Urgent Win-back Campaign,110,13,5116.508461538461
CUST0459,0.9999996175266406,43551.39,43551.37,1,Cant Lose Them,1,3,4,Urgent Win-back Campaign,261,14,3110.813571428572
CUST0460,1.7251487454035588e-06,71872.92,0.12,0,Champions,5,4,5,Discount + Personalized Outreach,20,16,4492.0575
CUST0461,0.9991794646531701,35242.94,35214.02,1,Hibernating,2,2,4,Reactivation Email Series,174,9,3915.8822222222234
CUST0462,2.8006945921398354e-06,85398.12,0.24,0,Champions,5,4,5,Discount + Personalized Outreach,23,15,5693.208
CUST0463,0.00019713432379101157,40405.51,7.97,0,Champions,4,4,4,Discount + Personalized Outreach,32,17,2376.794705882353
CUST0464,2.1083177288212088e-06,53836.8,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,17,16,3364.8
CUST0465,0.9859781285585599,50304.33,49598.97,1,At Risk,2,3,5,Urgent Win-back Campaign,122,13,3869.5638461538474
CUST0466,1.3496248596146777e-06,49734.15,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,14,10,4973.415
CUST0467,0.0537928940996229,46450.64,2498.71,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,68,11,4222.785454545455
CUST0468,9.917686502625683e-06,21027.32,0.21,0,New Customers,5,2,3,Discount + Personalized Outreach,23,7,3003.902857142857
CUST0469,0.0008021847527469058,21770.2,17.46,0,New Customers,4,2,3,Discount + Personalized Outreach,56,9,2418.911111111111
CUST0470,0.0002879619355731137,54157.18,15.6,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,39,14,3868.37
CUST0471,2.8559019634099263e-06,39981.03,0.11,0,New Customers,5,2,4,Discount + Personalized Outreach,26,7,5711.575714285714
CUST0472,2.357667320285038e-06,29543.52,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,20,10,2954.352
CUST0473,0.00024124129262766456,45334.73,10.94,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,38,12,3777.894166666667
CUST0474,1.552619354068761e-06,49235.67,0.08,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,5,11,4475.97
CUST0475,0.00022933428806230942,67559.35,15.49,0,Champions,4,4,5,Discount + Personalized Outreach,37,19,3555.755263157895
CUST0476,0.00016841540654435088,48138.6,8.11,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,31,11,4376.236363636363
CUST0477,0.00019967507052804064,40062.28,8.0,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,34,10,4006.228
CUST0478,0.00041987398699733724,30224.74,12.69,0,New Customers,4,2,4,Discount + Personalized Outreach,45,9,3358.304444444444
CUST0479,0.06716438990600046,74670.69,5015.21,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,75,17,4392.393529411765
CUST0480,2.149145348698483e-06,36552.07,0.08,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,14,10,3655.207
CUST0481,2.0341080602798577e-06,43500.64,0.09,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,25,12,3625.053333333333
CUST0482,0.047281733327124605,41112.66,1943.88,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,66,13,3162.512307692308
CUST0483,0.08122090096744203,20949.0,1701.5,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,68,7,2992.714285714286
CUST0484,0.1280706682280289,35673.02,4568.67,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,75,10,3567.302
CUST0485,0.00024020741297554234,31245.39,7.51,0,New Customers,4,2,4,Discount + Personalized Outreach,34,7,4463.627142857143
CUST0486,1.3903510683195222e-06,76172.44,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,18,17,4480.731764705883
CUST0487,0.9891472246966632,31790.79,31445.77,1,At Risk,2,3,4,Urgent Win-back Campaign,124,10,3179.079
CUST0488,0.00015011380535493737,31322.47,4.7,0,Champions,4,4,4,Discount + Personalized Outreach,34,15,2088.1646666666666
CUST0489,8.773382547013347e-07,74036.07,0.06,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,0,13,5695.082307692307
CUST0490,1.962479017364468e-06,52963.33,0.1,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,15,12,4413.610833333333
CUST0491,0.0002525627092000357,28320.3,7.15,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,35,14,2022.8785714285716
CUST0492,0.9999999992987265,11416.62,11416.62,0,Hibernating,1,2,3,Reactivation Email Series,393,7,1630.945714285714
CUST0493,1.3160890062797402e-06,28985.6,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,8,11,2635.0545454545454
CUST0494,1.3171156329223895e-06,63331.45,0.08,0,Champions,5,4,5,Discount + Personalized Outreach,4,15,4222.096666666666
CUST0495,0.953609955680913,29224.66,27868.93,1,At Risk,2,3,4,Urgent Win-back Campaign,102,10,2922.466
CUST0496,0.05427313670051405,31191.34,1692.85,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,62,6,5198.556666666666
CUST0497,4.412876934383966e-06,55870.63,0.25,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,30,13,4297.74076923077
CUST0498,1.4762819655990046e-06,44336.36,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,17,12,3694.6966666666663
CUST0499,0.04782544971600019,30407.16,1454.24,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,61,9,3378.5733333333333
CUST0500,1.3892631155654992e-06,51923.32,0.07,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,7,10,5192.332
CUST0501,0.11916324260517834,61828.25,7367.65,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,72,13,4756.019230769231
CUST0502,1.0910838466051888e-06,77267.46,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,0,11,7024.314545454545
CUST0503,0.0009842002204485667,58171.02,57.25,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,56,11,5288.274545454546
CUST0504,0.9831553122847366,13955.68,13720.6,0,Hibernating,2,2,3,Reactivation Email Series,95,7,1993.668571428572
CUST0505,2.3882878269514206e-06,32011.35,0.08,0,New Customers,5,2,4,Discount + Personalized Outreach,21,8,4001.41875
CUST0506,0.07637168811296009,66630.58,5088.69,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,71,13,5125.429230769231
CUST0507,0.9209337070093832,47637.12,43870.63,1,At Risk,2,4,4,Urgent Win-back Campaign,102,15,3175.8079999999995
CUST0508,0.8987737275571557,58426.58,52512.28,1,At Risk,2,5,5,Urgent Win-back Campaign,93,20,2921.329
CUST0509,0.0006803356258765496,41223.03,28.05,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,60,10,4122.303
CUST0510,0.13776133889931044,73098.0,10070.08,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,90,17,4299.882352941177
CUST0511,0.0006206718192916302,52468.81,32.57,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,33,11,4769.891818181818
CUST0512,0.00020813097103006663,46857.52,9.75,0,Champions,4,4,4,Discount + Personalized Outreach,36,16,2928.5950000000003
CUST0513,5.913466889220932e-07,44192.37,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,0,12,3682.6975
CUST0514,0.9302615362376516,14799.76,13767.65,0,Hibernating,2,2,3,Reactivation Email Series,93,8,1849.97
CUST0515,2.0010547355557358e-06,38054.65,0.08,0,New Customers,5,2,4,Discount + Personalized Outreach,17,8,4756.83125
CUST0516,0.0006530431462514639,76791.41,50.15,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,60,12,6399.284166666667
CUST0517,2.1008353018877315e-06,37715.44,0.08,0,New Customers,5,2,4,Discount + Personalized Outreach,16,9,4190.604444444445
CUST0518,0.0007418196234258821,27309.73,20.26,0,New Customers,4,2,4,Discount + Personalized Outreach,54,9,3034.4144444444446
CUST0519,0.0002451088596120876,54782.1,13.43,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,34,11,4980.190909090909
CUST0520,0.9978613120875326,41569.59,41480.69,1,Hibernating,2,2,4,Reactivation Email Series,166,9,4618.843333333334
CUST0521,0.00024460676439407855,27618.27,6.76,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,36,11,2510.751818181818
CUST0522,3.5408031722069307e-06,16189.18,0.06,0,New Customers,5,2,3,Discount + Personalized Outreach,20,5,3237.836
CUST0523,0.9999881722048883,16758.4,16758.2,0,Hibernating,1,2,3,Reactivation Email Series,188,5,3351.6800000000003
CUST0524,7.999748991240309e-07,52258.0,0.04,0,Champions,5,4,5,Discount + Personalized Outreach,4,15,3483.866666666667
CUST0525,0.16054248562797882,15102.21,2424.55,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,62,6,2517.035
CUST0526,0.9947467199627502,67043.63,66691.43,1,Hibernating,2,2,5,Reactivation Email Series,145,9,7449.292222222222
CUST0527,1.4536668174782521e-06,11092.39,0.02,0,New Customers,5,2,3,Discount + Personalized Outreach,6,5,2218.478
CUST0528,0.14282540044690772,52892.15,7554.34,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,87,15,3526.143333333333
CUST0529,0.9999978430674498,19123.02,19122.98,0,Hibernating,1,2,3,Reactivation Email Series,223,8,2390.3775
CUST0530,3.4843539461671214e-06,48965.93,0.17,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,24,11,4451.448181818182
CUST0531,0.0002691409174966196,50723.22,13.65,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,38,11,4611.201818181818
CUST0532,0.9802518773491832,26071.61,25556.74,1,At Risk,2,3,4,Urgent Win-back Campaign,127,10,2607.161
CUST0533,0.9861688946496708,39024.53,38484.78,1,Hibernating,2,2,4,Reactivation Email Series,129,7,5574.932857142857
CUST0534,1.6838964036393975e-06,20884.41,0.04,0,New Customers,5,2,3,Discount + Personalized Outreach,17,6,3480.7350000000006
CUST0535,2.2277438259586854e-06,43038.38,0.1,0,New Customers,5,2,4,Discount + Personalized Outreach,17,8,5379.7975
CUST0536,0.048853580086719306,73820.19,3606.38,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,63,13,5678.476153846154
CUST0537,0.00086033345027994,22233.27,19.13,0,New Customers,4,2,3,Discount + Personalized Outreach,44,7,3176.181428571429
CUST0538,1.4778610359545266e-06,30331.8,0.04,0,New Customers,5,2,4,Discount + Personalized Outreach,8,9,3370.2000000000003
CUST0539,2.129830248989943e-06,49333.57,0.11,0,Champions,5,4,4,Discount + Personalized Outreach,27,15,3288.904666666667
CUST0540,1.5301372891941957e-06,44417.09,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,19,11,4037.917272727273
CUST0541,0.9999999246212833,32792.84,32792.84,1,Hibernating,1,2,4,Reactivation Email Series,298,8,4099.1050000000005
CUST0542,2.1859052937101085e-06,23429.7,0.05,0,New Customers,5,2,3,Discount + Personalized Outreach,19,9,2603.3
CUST0543,1.3193157154497908e-06,95836.79,0.13,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,11,14,6845.485
CUST0544,1.0292467613291228e-06,45522.75,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,7,14,3251.625
CUST0545,0.0007784175539725651,13250.68,10.31,0,New Customers,4,2,3,Discount + Personalized Outreach,36,6,2208.4466666666667
CUST0546,0.00021046659803457079,34135.37,7.18,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,33,11,3103.2154545454546
CUST0547,1.3326202422160344e-06,41310.53,0.06,0,Champions,5,4,4,Discount + Personalized Outreach,16,15,2754.0353333333333
CUST0548,0.10010684183077485,37838.9,3787.93,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,81,11,3439.9
CUST0549,0.9882859020075206,26351.51,26042.83,1,Hibernating,2,2,4,Reactivation Email Series,94,6,4391.918333333334
CUST0550,1.0811591278887296e-06,42733.07,0.05,0,Champions,5,4,4,Discount + Personalized Outreach,10,16,2670.816875
CUST0551,2.12651401460622e-06,43938.61,0.09,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,20,11,3994.4190909090903
CUST0552,0.0006146938246837705,19704.34,12.11,0,New Customers,4,2,3,Discount + Personalized Outreach,49,7,2814.905714285714
CUST0553,0.055723265942927425,44806.0,2496.74,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,68,14,3200.428571428572
CUST0554,0.0013623423183959029,26280.95,35.8,0,New Customers,4,2,4,Discount + Personalized Outreach,49,8,3285.11875
CUST0555,5.893175047055645e-07,57093.2,0.03,0,Champions,5,4,5,Discount + Personalized Outreach,0,16,3568.325
CUST0556,0.9683868355025758,66590.43,64485.3,1,At Risk,2,3,5,Urgent Win-back Campaign,113,12,5549.202499999999
CUST0557,5.133827429197475e-06,18992.07,0.1,0,New Customers,5,2,3,Discount + Personalized Outreach,28,9,2110.23
CUST0558,0.07642254777354343,52670.57,4025.22,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,71,11,4788.233636363636
CUST0559,0.9999974709613869,22942.19,22942.13,1,Hibernating,1,2,3,Reactivation Email Series,222,9,2549.132222222222
CUST0560,0.9514524725169413,38371.18,36508.35,1,At Risk,2,3,4,Urgent Win-back Campaign,99,10,3837.118
CUST0561,3.847995663673526e-06,10049.35,0.04,0,New Customers,5,2,3,Discount + Personalized Outreach,26,6,1674.8916666666669
CUST0562,0.0011437143346226246,41563.34,47.54,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,58,13,3197.18
CUST0563,0.965530102725224,27885.91,26924.69,1,Hibernating,2,2,4,Reactivation Email Series,102,6,4647.651666666667
CUST0564,1.3036556683282683e-06,52473.6,0.07,0,Champions,5,4,5,Discount + Personalized Outreach,9,15,3498.24
CUST0565,2.1744149680359036e-06,59514.51,0.13,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,22,14,4251.036428571429
CUST0566,0.00045241321470829637,36316.82,16.43,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,46,10,3631.682
CUST0567,2.113047876979091e-06,64637.97,0.14,0,Champions,5,4,5,Discount + Personalized Outreach,27,16,4039.873125
CUST0568,0.04372256695818875,32232.58,1409.29,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,61,11,2930.2345454545457
CUST0569,0.931580023223543,34060.93,31730.48,1,Hibernating,2,2,4,Reactivation Email Series,91,9,3784.547777777778
CUST0570,0.0005940721115959542,66625.31,39.58,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,51,14,4758.950714285714
CUST0571,1.2599146766149422e-06,84758.3,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,15,19,4460.963157894737
CUST0572,0.15477397147163355,99099.1,15337.96,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,85,12,8258.258333333333
CUST0573,0.04079736390577227,44587.87,1819.07,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,62,12,3715.655833333333
CUST0574,0.9999999999999998,5154.1,5154.1,0,Lost,1,1,2,Discount + Personalized Outreach,692,1,5154.099999999999
CUST0575,0.9970224722560649,16977.88,16927.33,0,Hibernating,2,2,3,Reactivation Email Series,164,9,1886.4311111111112
CUST0576,1.4886969693902757e-06,75431.53,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,15,18,4190.640555555556
CUST0577,1.8890799205632401e-06,56920.27,0.11,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,17,12,4743.355833333333
CUST0578,0.0001873200467191692,33629.81,6.3,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,31,11,3057.2554545454545
CUST0579,0.000396741400525438,58832.18,23.34,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,44,11,5348.38
CUST0580,0.0002798191409176126,46264.41,12.95,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,47,13,3558.8007692307697
CUST0581,2.7274407334630655e-06,26716.35,0.07,0,New Customers,5,2,4,Discount + Personalized Outreach,23,8,3339.54375
CUST0582,1.0587317612786813e-06,62161.86,0.07,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,3,14,4440.132857142858
CUST0583,0.9999913049362551,19914.93,19914.76,0,Hibernating,1,2,3,Reactivation Email Series,201,7,2844.99
CUST0584,0.0006238875533192858,81337.72,50.75,0,Champions,4,4,5,Discount + Personalized Outreach,33,16,5083.6075
CUST0585,1.2956514408392972e-06,35155.47,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,10,14,2511.105
CUST0586,1.7916903449028493e-06,58860.84,0.11,0,Champions,5,4,5,Discount + Personalized Outreach,15,15,3924.056
CUST0587,0.10612237793980632,53111.79,5636.35,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,76,15,3540.786
CUST0588,0.9790409972417988,25559.06,25023.37,1,Hibernating,2,2,4,Reactivation Email Series,122,9,2839.895555555556
CUST0589,1.4914344078488066e-06,32137.29,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,12,11,2921.571818181818
CUST0590,0.9808188522590298,34908.34,34238.76,1,At Risk,2,3,4,Urgent Win-back Campaign,122,11,3173.485454545454
CUST0591,0.0007047053495060696,16688.21,11.76,0,New Customers,4,2,3,Discount + Personalized Outreach,39,7,2384.03
CUST0592,8.839637669957548e-07,77093.13,0.07,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,2,13,5930.24076923077
CUST0593,0.08645451661667267,30433.59,2631.12,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,69,10,3043.359
CUST0594,1.955627331042547e-06,58269.38,0.11,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,13,11,5297.216363636364
CUST0595,8.775358024559695e-07,42710.7,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,8,14,3050.764285714286
CUST0596,1.5522350294522115e-06,35454.97,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,12,11,3223.179090909091
CUST0597,1.0387190384160475e-06,40425.27,0.04,0,Champions,5,4,4,Discount + Personalized Outreach,15,15,2695.0180000000005
CUST0598,2.478865077600673e-06,26938.65,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,24,11,2448.968181818182
CUST0599,0.0005915841793173136,26196.09,15.5,0,New Customers,4,2,4,Discount + Personalized Outreach,42,6,4366.015
CUST0600,0.0007614752706067167,32678.02,24.88,0,New Customers,4,2,4,Discount + Personalized Outreach,51,8,4084.7525
CUST0601,0.05951889044054927,61988.87,3689.51,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,64,15,4132.591333333334
CUST0602,0.9949720113579855,43863.67,43643.12,1,At Risk,2,3,4,Urgent Win-back Campaign,155,11,3987.6063636363633
CUST0603,0.15719174145124729,56787.65,8926.55,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,85,14,4056.2607142857137
CUST0604,0.9179763838139744,40382.51,37070.19,1,Hibernating,2,2,4,Reactivation Email Series,91,8,5047.81375
CUST0605,0.00023368208527362882,42481.74,9.93,0,New Customers,4,2,4,Discount + Personalized Outreach,38,9,4720.193333333334
CUST0606,0.9278075720106391,54996.34,51026.02,1,At Risk,2,3,5,Urgent Win-back Campaign,91,12,4583.028333333334
CUST0607,0.9932059417263767,22642.19,22488.36,1,Hibernating,2,2,3,Reactivation Email Series,125,7,3234.598571428571
CUST0608,9.35245462488364e-07,57343.08,0.05,0,Champions,5,4,5,Discount + Personalized Outreach,6,15,3822.872
CUST0609,1.1655630123224834e-06,28421.22,0.03,0,New Customers,5,2,4,Discount + Personalized Outreach,8,9,3157.9133333333334
CUST0610,0.9999928587392223,35073.47,35073.22,1,Hibernating,1,2,4,Reactivation Email Series,193,8,4384.18375
CUST0611,0.9999992581361,14154.03,14154.02,0,Hibernating,1,2,3,Reactivation Email Series,244,7,2022.0042857142853
CUST0612,2.4023788506270253e-06,51757.92,0.12,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,13,13,3981.3784615384616
CUST0613,2.6272495879190752e-06,45056.61,0.12,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,25,11,4096.055454545454
CUST0614,0.996191312774649,53075.6,52873.45,1,At Risk,2,3,5,Urgent Win-back Campaign,156,10,5307.56
CUST0615,0.9779860681251433,55398.98,54179.43,1,At Risk,2,4,5,Urgent Win-back Campaign,124,19,2915.735789473684
CUST0616,2.1445969548740803e-06,26455.13,0.06,0,New Customers,5,2,4,Discount + Personalized Outreach,20,9,2939.458888888889
CUST0617,0.19919775844575296,17455.09,3477.01,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,89,7,2493.5842857142857
CUST0618,1.4536418780031641e-06,67918.9,0.1,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,12,14,4851.349999999999
CUST0619,0.2307182705738394,19080.26,4402.16,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,89,7,2725.7514285714283
CUST0620,7.702336283988308e-07,17032.29,0.01,0,New Customers,5,2,3,Discount + Personalized Outreach,6,9,1892.4766666666667
CUST0621,0.051424059912269296,59458.76,3057.61,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,65,14,4247.0542857142855
CUST0622,1.1710513724006746e-06,78890.17,0.09,0,Champions,5,5,5,Discount + Personalized Outreach,12,22,3585.916818181818
CUST0623,0.999996655769533,49022.64,49022.48,1,Hibernating,1,2,4,Reactivation Email Series,216,8,6127.83
CUST0624,0.00014526535058906903,33623.37,4.88,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,31,13,2586.413076923077
CUST0625,0.9982274559486976,26240.86,26194.35,1,At Risk,2,3,4,Urgent Win-back Campaign,171,10,2624.086
CUST0626,0.0003298980245032774,28578.37,9.43,0,New Customers,4,2,4,Discount + Personalized Outreach,39,9,3175.374444444444
CUST0627,1.477785099386422e-06,50587.7,0.07,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,7,12,4215.641666666666
CUST0628,3.186539246360015e-06,38889.08,0.12,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,28,13,2991.467692307692
CUST0629,0.9981061105157698,19733.24,19695.87,0,Hibernating,2,2,3,Reactivation Email Series,171,8,2466.655
CUST0630,2.238060650318873e-06,39062.93,0.09,0,Champions,5,4,4,Discount + Personalized Outreach,29,15,2604.1953333333336
CUST0631,2.7223128813266305e-06,38909.12,0.11,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,25,14,2779.2228571428573
CUST0632,1.5345265850169932e-06,78781.25,0.12,0,Champions,5,4,5,Discount + Personalized Outreach,22,15,5252.083333333333
CUST0633,8.093404851084189e-07,69954.93,0.06,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,4,13,5381.148461538461
CUST0634,1.6006412963869868e-06,57169.4,0.09,0,Champions,5,4,5,Discount + Personalized Outreach,15,15,3811.2933333333335
CUST0635,0.08380754267087087,45418.09,3806.38,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,70,10,4541.808999999999
CUST0636,0.09051479143553955,58356.65,5282.14,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,70,16,3647.290625
CUST0637,0.9969080394319789,12138.67,12101.14,0,Hibernating,2,1,3,Reactivation Email Series,155,4,3034.6675
CUST0638,0.00032067530165973373,49433.77,15.85,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,45,13,3802.597692307693
CUST0639,0.19114525870964344,39786.91,7605.08,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,87,8,4973.36375
CUST0640,0.0005386406084217685,49551.8,26.69,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,60,14,3539.414285714286
CUST0641,3.1695856393771217e-06,58277.45,0.18,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,28,14,4162.675
CUST0642,0.9874669191505223,46981.47,46392.65,1,At Risk,2,3,4,Urgent Win-back Campaign,117,13,3613.959230769231
CUST0643,0.9949553047270785,43114.74,42897.24,1,At Risk,2,3,4,Urgent Win-back Campaign,154,13,3316.518461538461
CUST0644,0.9999998788306561,32652.12,32652.12,1,Cant Lose Them,1,3,4,Urgent Win-back Campaign,289,10,3265.212
CUST0645,0.9626708152282868,68873.71,66302.71,1,At Risk,2,3,5,Urgent Win-back Campaign,107,14,4919.550714285714
CUST0646,0.999992167602356,17352.98,17352.84,0,Hibernating,1,2,3,Reactivation Email Series,194,5,3470.596
CUST0647,0.9986801220318761,46270.79,46209.72,1,At Risk,2,3,4,Urgent Win-back Campaign,167,12,3855.8991666666666
CUST0648,0.9999878376476699,21381.8,21381.54,1,Hibernating,1,2,3,Reactivation Email Series,188,5,4276.360000000001
CUST0649,0.0007361581706842519,48350.51,35.59,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,60,10,4835.051
CUST0650,0.16786832199191606,26313.52,4417.21,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,84,7,3759.074285714286
CUST0651,0.9999995220391034,61706.53,61706.5,1,Cant Lose Them,1,3,5,Urgent Win-back Campaign,250,11,5609.6845454545455
