customer_id,last_purchase,first_purchase,total_orders,total_revenue,total_items,avg_order_value,unique_products,days_since_last_purchase,customer_lifespan_days,avg_days_between_orders,purchase_frequency,ltv,churned,r_score,f_score,m_score,rfm_avg,rfm_segment,segment,city,signup_date,days_since_signup
CUST0266,2026-04-14,2024-06-22,13,61080.380000000005,39,4698.49076923077,10,5,661,55.083333333333336,0.5900151285930408,61080.38,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Chennai,2024-02-22,787
CUST0267,2026-03-10,2024-07-25,7,25626.91,27,3660.9871428571428,6,40,593,98.83333333333333,0.35413153456998314,25626.91,0,4,2,4,3.3333333333333335,New Customers,Regular,Hyderabad,2025-11-02,168
CUST0268,2025-09-13,2024-06-26,10,46811.74,28,4681.174,9,218,444,49.333333333333336,0.6756756756756757,46811.74,1,1,3,4,2.6666666666666665,Cant Lose Them,Budget,Ahmedabad,2026-01-07,102
CUST0269,2025-11-25,2024-04-26,11,40252.04,26,3659.276363636364,9,145,578,57.8,0.5709342560553633,40252.04,1,2,3,4,3.0,At Risk,Regular,Chennai,2024-08-08,619
CUST0270,2026-04-12,2024-10-27,8,26148.77,20,3268.59625,8,7,532,76.0,0.45112781954887216,26148.77,0,5,2,4,3.6666666666666665,New Customers,Regular,Hyderabad,2025-09-23,208
CUST0271,2026-02-23,2024-05-03,15,58446.65,48,3896.4433333333336,10,55,661,47.214285714285715,0.680786686838124,58446.65,0,4,4,5,4.333333333333333,Champions,Budget,Chennai,2023-11-24,877
CUST0272,2026-04-05,2024-08-25,9,13513.33,18,1501.4811111111112,9,14,588,73.5,0.4591836734693877,13513.33,0,5,2,3,3.3333333333333335,New Customers,Budget,Chennai,2023-07-21,1003
CUST0273,2026-03-22,2024-05-21,10,59972.08,30,5997.2080000000005,8,28,670,74.44444444444444,0.44776119402985076,59972.08,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Mumbai,2024-07-04,654
CUST0274,2026-04-11,2024-06-24,15,49579.399999999994,39,3305.293333333333,11,8,656,46.857142857142854,0.6859756097560975,49579.4,0,5,4,4,4.333333333333333,Champions,Budget,Delhi,2024-05-09,710
CUST0275,2026-04-03,2024-07-07,9,34939.64,24,3882.182222222222,8,16,635,79.375,0.42519685039370075,34939.64,0,5,2,4,3.6666666666666665,New Customers,Regular,Ahmedabad,2023-12-27,844
CUST0276,2026-01-03,2024-07-04,12,55641.46,39,4636.788333333333,11,106,548,49.81818181818182,0.6569343065693432,55641.46,1,2,3,5,3.3333333333333335,At Risk,Regular,Unknown,2026-03-30,20
CUST0277,2026-04-01,2024-05-15,11,41090.04,36,3735.458181818182,10,18,686,68.6,0.4810495626822157,41090.04,0,5,3,4,4.0,Loyal Customers,Budget,Ahmedabad,2025-11-22,148
CUST0278,2026-03-05,2024-07-06,15,63950.79,51,4263.386,12,45,607,43.357142857142854,0.7413509060955519,63950.79,0,4,4,5,4.333333333333333,Champions,Regular,Pune,2024-06-02,686
CUST0279,2025-11-06,2024-05-16,6,20940.49,20,3490.081666666667,5,164,539,107.8,0.33395176252319114,20940.49,1,2,2,3,2.3333333333333335,Hibernating,Budget,Chennai,2023-06-20,1034
CUST0280,2025-12-31,2024-04-19,12,52895.670000000006,45,4407.972500000001,9,109,621,56.45454545454545,0.5797101449275363,52895.67,1,2,3,5,3.3333333333333335,At Risk,Budget,Bangalore,2024-07-03,655
CUST0281,2026-03-10,2024-07-09,11,47153.479999999996,26,4286.679999999999,9,40,609,60.9,0.541871921182266,47153.48,0,4,3,4,3.6666666666666665,Loyal Customers,Budget,Delhi,2026-03-23,27
CUST0282,2026-01-22,2024-08-20,10,42116.920000000006,34,4211.692000000001,8,87,520,57.77777777777778,0.576923076923077,42116.92,0,3,3,4,3.3333333333333335,Loyal Customers,Regular,Unknown,2024-10-22,544
CUST0283,2026-02-23,2024-05-06,11,46671.299999999996,35,4242.845454545454,10,55,658,65.8,0.5015197568389058,46671.3,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Ahmedabad,2025-09-15,216
CUST0284,2026-03-25,2024-04-22,16,61004.380000000005,49,3812.7737500000003,12,25,702,46.8,0.6837606837606838,61004.38,0,5,4,5,4.666666666666667,Champions,Premium,Ahmedabad,2025-05-22,332
CUST0285,2026-02-19,2024-05-24,16,44257.96,47,2766.1225,13,59,636,42.4,0.7547169811320755,44257.96,0,4,4,4,4.0,Champions,Regular,Delhi,2025-10-05,196
CUST0286,2026-04-17,2024-08-16,15,66924.81,35,4461.6539999999995,12,2,609,43.5,0.7389162561576355,66924.81,0,5,4,5,4.666666666666667,Champions,Premium,Ahmedabad,2024-11-06,529
CUST0287,2026-03-09,2024-05-01,14,51950.57,38,3710.755,9,41,677,52.07692307692308,0.620384047267356,51950.57,0,4,3,5,4.0,Loyal Customers,Regular,Bangalore,2024-03-14,766
CUST0288,2026-01-04,2024-09-21,4,15656.08,16,3914.02,4,105,470,156.66666666666666,0.25531914893617025,15656.08,1,2,1,3,2.0,Hibernating,Regular,Chennai,2023-10-17,915
CUST0289,2026-01-03,2024-05-04,15,35563.450000000004,45,2370.896666666667,10,106,609,43.5,0.7389162561576355,35563.45,1,2,4,4,3.3333333333333335,At Risk,Regular,Chennai,2024-05-24,695
CUST0290,2026-03-20,2024-06-16,15,72843.29,50,4856.2193333333325,11,30,642,45.857142857142854,0.7009345794392524,72843.29,0,5,4,5,4.666666666666667,Champions,Regular,Mumbai,2023-12-03,868
CUST0291,2025-11-17,2025-03-06,8,25209.34,27,3151.1675,7,153,256,36.57142857142857,0.9375,25209.34,1,2,2,4,2.6666666666666665,Hibernating,Premium,Pune,2025-02-19,424
CUST0292,2026-04-17,2024-06-19,15,41043.57,46,2736.238,11,2,667,47.642857142857146,0.6746626686656672,41043.57,0,5,4,4,4.333333333333333,Champions,Premium,Ahmedabad,2023-12-19,852
CUST0293,2026-02-01,2024-07-04,12,32107.760000000002,40,2675.646666666667,11,77,577,52.45454545454545,0.6239168110918544,32107.76,0,3,3,4,3.3333333333333335,Loyal Customers,Budget,Bangalore,2026-02-23,55
CUST0294,2026-04-10,2024-07-17,16,64206.39,48,4012.899375,10,9,632,42.13333333333333,0.759493670886076,64206.39,0,5,4,5,4.666666666666667,Champions,Regular,Ahmedabad,2023-08-06,987
CUST0295,2026-03-19,2024-04-25,19,34836.81,45,1833.5163157894735,14,31,693,38.5,0.8225108225108224,34836.81,0,4,4,4,4.0,Champions,Premium,Ahmedabad,2023-10-21,911
CUST0296,2025-12-15,2024-04-23,7,32299.229999999996,23,4614.175714285714,6,125,601,100.16666666666667,0.3494176372712146,32299.23,1,2,2,4,2.6666666666666665,Hibernating,Regular,Hyderabad,2023-12-25,846
CUST0297,2026-03-12,2024-05-25,13,60016.57,39,4616.659230769231,11,38,656,54.666666666666664,0.5945121951219512,60016.57,0,4,3,5,4.0,Loyal Customers,Budget,Mumbai,2024-07-09,649
CUST0298,2026-04-10,2024-06-29,14,28916.9,45,2065.4928571428572,9,9,650,50.0,0.6461538461538461,28916.9,0,5,3,4,4.0,Loyal Customers,Regular,Bangalore,2025-09-30,201
CUST0299,2026-03-18,2024-05-28,11,36156.89,32,3286.99,9,32,659,65.9,0.5007587253414264,36156.89,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Bangalore,2023-08-29,964
CUST0300,2026-04-11,2024-07-10,11,37299.11,35,3390.8281818181817,10,8,640,64.0,0.515625,37299.11,0,5,3,4,4.0,Loyal Customers,Premium,Ahmedabad,2024-02-18,791
CUST0301,2025-12-12,2024-06-30,11,52502.99,34,4772.999090909091,9,128,530,53.0,0.6226415094339622,52502.99,1,2,3,5,3.3333333333333335,At Risk,Premium,Mumbai,2026-04-11,8
CUST0302,2026-01-10,2024-06-03,12,46153.73,35,3846.144166666667,9,99,586,53.27272727272727,0.614334470989761,46153.73,1,2,3,4,3.0,At Risk,Regular,Chennai,2026-03-25,25
CUST0303,2026-02-18,2024-07-29,11,62456.86,33,5677.896363636363,9,60,569,56.9,0.5799648506151143,62456.86,0,4,3,5,4.0,Loyal Customers,Regular,Bangalore,2026-01-08,101
CUST0304,2025-12-31,2024-04-27,9,18385.68,32,2042.8533333333335,7,109,613,76.625,0.44045676998368677,18385.68,1,2,2,3,2.3333333333333335,Hibernating,Regular,Chennai,2024-12-19,486
CUST0305,2026-03-08,2024-07-03,9,32848.9,26,3649.8777777777777,7,42,613,76.625,0.44045676998368677,32848.9,0,4,2,4,3.3333333333333335,New Customers,Budget,Mumbai,2023-08-20,973
CUST0306,2026-03-23,2024-04-29,14,54265.29,40,3876.092142857143,12,27,693,53.30769230769231,0.6060606060606061,54265.29,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Chennai,2023-06-15,1039
CUST0307,2026-04-06,2024-05-01,15,65010.47,44,4334.031333333333,12,13,705,50.357142857142854,0.6382978723404256,65010.47,0,5,4,5,4.666666666666667,Champions,Regular,Delhi,2025-11-26,144
CUST0308,2026-03-12,2024-07-13,13,37612.03,40,2893.2330769230766,9,38,607,50.583333333333336,0.642504118616145,37612.03,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Hyderabad,2023-04-23,1092
CUST0309,2026-02-04,2024-04-26,18,88830.8,67,4935.044444444445,12,74,649,38.1764705882353,0.8320493066255779,88830.8,0,3,4,5,4.0,Loyal Customers,Budget,Kolkata,2025-03-01,414
CUST0310,2026-02-15,2024-05-10,14,77068.53,47,5504.8949999999995,9,63,646,49.69230769230769,0.6501547987616099,77068.53,0,3,3,5,3.6666666666666665,Loyal Customers,Regular,Bangalore,2025-09-24,207
CUST0311,2026-03-04,2024-07-11,14,52857.65,48,3775.546428571429,11,46,601,46.23076923076923,0.6988352745424292,52857.65,0,4,3,5,4.0,Loyal Customers,Regular,Pune,2023-11-01,900
CUST0312,2026-03-31,2024-05-04,10,27264.760000000002,37,2726.476,8,19,696,77.33333333333333,0.4310344827586207,27264.76,0,5,3,4,4.0,Loyal Customers,Premium,Hyderabad,2023-12-23,848
CUST0313,2026-03-11,2024-05-30,9,26376.61,23,2930.7344444444443,8,39,650,81.25,0.41538461538461535,26376.61,0,4,2,4,3.3333333333333335,New Customers,Premium,Kolkata,2024-11-27,508
CUST0314,2026-01-20,2024-04-22,7,16928.510000000002,23,2418.358571428572,7,89,638,106.33333333333333,0.329153605015674,16928.51,0,3,2,3,2.6666666666666665,Potential Loyalists,Budget,Chennai,2024-09-17,579
CUST0315,2026-02-26,2024-07-15,9,32161.09,21,3573.4544444444446,8,52,591,73.875,0.4568527918781726,32161.09,0,4,2,4,3.3333333333333335,New Customers,Budget,Bangalore,2024-03-18,762
CUST0316,2026-04-16,2024-04-30,12,41311.05,42,3442.5875,9,3,716,65.0909090909091,0.5027932960893855,41311.05,0,5,3,4,4.0,Loyal Customers,Regular,Chennai,2025-08-03,259
CUST0317,2026-03-28,2024-08-02,9,26283.29,24,2920.3655555555556,8,22,603,75.375,0.4477611940298507,26283.29,0,5,2,4,3.6666666666666665,New Customers,Regular,Delhi,2025-08-18,244
CUST0318,2026-04-10,2024-04-28,14,74374.07,53,5312.433571428572,10,9,712,54.76923076923077,0.5898876404494382,74374.07,0,5,3,5,4.333333333333333,Loyal Customers,Premium,Mumbai,2024-03-18,762
CUST0319,2026-03-11,2024-05-01,10,15112.44,32,1511.2440000000001,8,39,679,75.44444444444444,0.4418262150220913,15112.44,0,4,3,3,3.3333333333333335,Loyal Customers,Premium,Bangalore,2024-01-09,831
CUST0320,2026-03-18,2024-05-01,14,47500.86,39,3392.9185714285713,9,32,686,52.76923076923077,0.6122448979591837,47500.86,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Kolkata,2024-08-27,600
CUST0321,2026-03-18,2024-06-25,15,56609.42,46,3773.961333333333,12,32,631,45.07142857142857,0.7131537242472266,56609.42,0,4,4,5,4.333333333333333,Champions,Regular,Kolkata,2025-11-06,164
CUST0322,2026-01-12,2024-05-27,11,49878.99,31,4534.453636363636,10,97,595,59.5,0.5546218487394958,49878.99,1,2,3,4,3.0,At Risk,Budget,Delhi,2026-03-19,31
CUST0323,2026-02-06,2024-09-17,10,23962.98,33,2396.298,9,72,507,56.333333333333336,0.591715976331361,23962.98,0,3,3,3,3.0,Loyal Customers,Regular,Delhi,2024-12-15,490
CUST0324,2026-02-13,2024-06-21,15,56600.18,49,3773.345333333333,9,65,602,43.0,0.7475083056478405,56600.18,0,3,4,5,4.0,Loyal Customers,Regular,Ahmedabad,2025-02-09,434
CUST0325,2025-12-14,2024-07-01,10,50677.14,40,5067.714,8,126,531,59.0,0.5649717514124294,50677.14,1,2,3,5,3.3333333333333335,At Risk,Budget,Bangalore,2024-11-24,511
CUST0326,2026-04-05,2024-09-16,10,48125.63,36,4812.563,9,14,566,62.888888888888886,0.5300353356890459,48125.63,0,5,3,4,4.0,Loyal Customers,Budget,Chennai,2025-04-04,380
CUST0327,2026-04-08,2024-05-23,10,38138.94,31,3813.8940000000002,10,11,685,76.11111111111111,0.43795620437956206,38138.94,0,5,3,4,4.0,Loyal Customers,Regular,Pune,2023-12-16,855
CUST0328,2025-05-24,2024-08-09,5,26825.19,12,5365.038,4,330,288,72.0,0.5208333333333334,26825.19,1,1,2,4,2.3333333333333335,Hibernating,Regular,Kolkata,2024-09-02,594
CUST0329,2026-03-05,2024-04-28,12,58245.899999999994,34,4853.825,9,45,676,61.45454545454545,0.5325443786982248,58245.9,0,4,3,5,4.0,Loyal Customers,Regular,Kolkata,2025-08-05,257
CUST0330,2026-03-21,2024-10-23,9,39566.630000000005,21,4396.292222222222,8,29,514,64.25,0.5252918287937743,39566.63,0,5,2,4,3.6666666666666665,New Customers,Regular,Unknown,2025-09-21,210
CUST0331,2026-04-12,2024-04-27,16,40222.47,42,2513.904375,9,7,715,47.666666666666664,0.6713286713286714,40222.47,0,5,4,4,4.333333333333333,Champions,Regular,Hyderabad,2024-04-23,726
CUST0332,2026-03-17,2024-06-09,7,23508.15,24,3358.307142857143,6,33,646,107.66666666666667,0.32507739938080493,23508.15,0,4,2,3,3.0,New Customers,Budget,Delhi,2025-06-07,316
CUST0333,2026-02-28,2024-06-12,9,42840.95,27,4760.105555555555,9,50,626,78.25,0.43130990415335463,42840.95,0,4,2,4,3.3333333333333335,New Customers,Premium,Pune,2025-05-09,345
CUST0334,2026-02-16,2024-05-01,10,40197.909999999996,36,4019.7909999999997,8,62,656,72.88888888888889,0.4573170731707317,40197.91,0,3,3,4,3.3333333333333335,Loyal Customers,Premium,Chennai,2025-07-05,288
CUST0335,2025-12-25,2024-09-18,12,65385.87,41,5448.8225,10,115,463,42.09090909090909,0.7775377969762419,65385.87,1,2,3,5,3.3333333333333335,At Risk,Premium,Chennai,2025-04-21,363
CUST0336,2026-03-04,2024-07-30,12,50654.33,43,4221.194166666667,10,46,582,52.90909090909091,0.6185567010309279,50654.33,0,4,3,5,4.0,Loyal Customers,Premium,Hyderabad,2023-09-22,940
CUST0337,2025-10-18,2024-12-22,6,25592.07,14,4265.345,6,183,300,60.0,0.6,25592.07,1,1,2,4,2.3333333333333335,Hibernating,Budget,Kolkata,2024-01-15,825
CUST0338,2025-11-27,2024-04-21,9,54570.74,32,6063.415555555555,7,143,585,73.125,0.46153846153846156,54570.74,1,2,2,5,3.0,Hibernating,Budget,Delhi,2023-09-30,932
CUST0339,2026-02-10,2024-08-27,15,53319.170000000006,43,3554.6113333333337,11,68,532,38.0,0.8458646616541353,53319.17,0,3,4,5,4.0,Loyal Customers,Regular,Ahmedabad,2025-10-06,195
CUST0340,2026-04-17,2024-04-29,8,16955.44,21,2119.43,6,2,718,102.57142857142857,0.3342618384401114,16955.44,0,5,2,3,3.3333333333333335,New Customers,Premium,Chennai,2024-06-01,687
CUST0341,2026-03-15,2024-10-20,7,30611.68,23,4373.097142857143,6,35,511,85.16666666666667,0.410958904109589,30611.68,0,4,2,4,3.3333333333333335,New Customers,Regular,Pune,2024-07-16,642
CUST0342,2025-06-04,2024-06-21,5,26294.010000000002,20,5258.802000000001,4,319,348,87.0,0.4310344827586207,26294.01,1,1,2,4,2.3333333333333335,Hibernating,Regular,Bangalore,2024-04-24,725
CUST0343,2026-04-06,2024-05-31,11,25415.56,30,2310.5054545454545,8,13,675,67.5,0.4888888888888889,25415.56,0,5,3,4,4.0,Loyal Customers,Premium,Mumbai,2025-10-06,195
CUST0344,2026-02-08,2024-05-09,12,30358.5,32,2529.875,9,70,640,58.18181818181818,0.5625,30358.5,0,3,3,4,3.3333333333333335,Loyal Customers,Regular,Mumbai,2025-05-02,352
CUST0345,2026-03-15,2024-05-04,15,58692.91,41,3912.860666666667,12,35,680,48.57142857142857,0.6617647058823529,58692.91,0,4,4,5,4.333333333333333,Champions,Regular,Mumbai,2024-02-02,807
CUST0346,2026-02-02,2024-05-11,14,64938.58,48,4638.47,10,76,632,48.61538461538461,0.6645569620253164,64938.58,0,3,3,5,3.6666666666666665,Loyal Customers,Regular,Ahmedabad,2025-07-11,282
CUST0347,2026-03-12,2024-10-21,13,62905.33,41,4838.871538461539,9,38,507,42.25,0.7692307692307693,62905.33,0,4,3,5,4.0,Loyal Customers,Regular,Kolkata,2025-12-25,115
CUST0348,2026-02-23,2024-05-06,9,26999.41,28,2999.9344444444446,9,55,658,82.25,0.41033434650455924,26999.41,0,4,2,4,3.3333333333333335,New Customers,Premium,Delhi,2024-08-16,611
CUST0349,2026-03-01,2024-07-22,15,67872.79,38,4524.852666666667,9,49,587,41.92857142857143,0.7666098807495741,67872.79,0,4,4,5,4.333333333333333,Champions,Regular,Hyderabad,2025-03-16,399
CUST0350,2026-03-25,2024-06-23,13,37800.98,39,2907.7676923076924,10,25,640,53.333333333333336,0.609375,37800.98,0,5,3,4,4.0,Loyal Customers,Regular,Ahmedabad,2023-08-03,990
CUST0351,2026-03-12,2024-04-21,8,48480.340000000004,28,6060.0425000000005,7,38,690,98.57142857142857,0.34782608695652173,48480.34,0,4,2,4,3.3333333333333335,New Customers,Regular,Ahmedabad,2023-11-30,871
CUST0352,2026-04-17,2024-07-04,13,44979.64,40,3459.972307692308,10,2,652,54.333333333333336,0.598159509202454,44979.64,0,5,3,4,4.0,Loyal Customers,Budget,Chennai,2024-12-23,482
CUST0353,2026-03-31,2024-04-23,8,22606.879999999997,16,2825.8599999999997,6,19,707,101.0,0.33946251768033947,22606.88,0,5,2,3,3.3333333333333335,New Customers,Regular,Bangalore,2024-09-24,572
CUST0354,2026-02-16,2024-04-22,11,33565.12,29,3051.3745454545456,9,62,665,66.5,0.49624060150375937,33565.12,0,3,3,4,3.3333333333333335,Loyal Customers,Premium,Ahmedabad,2024-05-26,693
CUST0355,2026-03-15,2024-05-27,11,27521.73,26,2501.9754545454543,9,35,657,65.7,0.5022831050228311,27521.73,0,4,3,4,3.6666666666666665,Loyal Customers,Premium,Pune,2025-09-29,202
CUST0356,2026-04-07,2024-10-18,10,48316.82,28,4831.682,7,12,536,59.55555555555556,0.5597014925373134,48316.82,0,5,3,4,4.0,Loyal Customers,Regular,Bangalore,2025-05-26,328
CUST0357,2026-04-12,2024-05-10,18,75766.39,57,4209.243888888889,13,7,702,41.294117647058826,0.7692307692307693,75766.39,0,5,4,5,4.666666666666667,Champions,Premium,Pune,2023-09-05,957
CUST0358,2026-03-29,2024-04-20,12,35177.76,38,2931.48,10,21,708,64.36363636363636,0.5084745762711864,35177.76,0,5,3,4,4.0,Loyal Customers,Regular,Kolkata,2025-06-15,308
CUST0359,2025-12-01,2024-06-27,9,25084.29,20,2787.1433333333334,8,139,522,65.25,0.5172413793103449,25084.29,1,2,2,4,2.6666666666666665,Hibernating,Budget,Delhi,2025-05-17,337
CUST0360,2026-02-10,2024-07-23,13,39499.29,40,3038.4069230769232,12,68,567,47.25,0.6878306878306879,39499.29,0,3,3,4,3.3333333333333335,Loyal Customers,Regular,Mumbai,2023-06-12,1042
CUST0361,2026-03-31,2024-05-25,10,45750.159999999996,34,4575.016,8,19,675,75.0,0.4444444444444444,45750.16,0,5,3,4,4.0,Loyal Customers,Regular,Ahmedabad,2025-05-19,335
CUST0362,2025-12-16,2024-05-29,15,56553.57,47,3770.238,11,124,566,40.42857142857143,0.7950530035335689,56553.57,1,2,4,5,3.6666666666666665,At Risk,Regular,Delhi,2024-02-01,808
CUST0363,2026-03-31,2024-06-06,13,66298.89,44,5099.914615384615,11,19,663,55.25,0.588235294117647,66298.89,0,5,3,5,4.333333333333333,Loyal Customers,Regular,Kolkata,2024-10-13,553
CUST0364,2025-10-14,2024-06-27,8,30191.910000000003,21,3773.9887500000004,7,187,474,67.71428571428571,0.5063291139240506,30191.91,1,1,2,4,2.3333333333333335,Hibernating,Regular,Hyderabad,2025-01-05,469
CUST0365,2026-02-13,2024-05-03,12,48532.17,36,4044.3475,10,65,651,59.18181818181818,0.5529953917050692,48532.17,0,3,3,4,3.3333333333333335,Loyal Customers,Budget,Hyderabad,2025-12-28,112
CUST0366,2026-01-31,2024-06-06,16,54163.18,48,3385.19875,12,78,604,40.266666666666666,0.794701986754967,54163.18,0,3,4,5,4.0,Loyal Customers,Regular,Kolkata,2025-12-17,123
CUST0367,2026-03-04,2024-07-10,11,20315.4,31,1846.8545454545456,8,46,602,60.2,0.5481727574750831,20315.4,0,4,3,3,3.3333333333333335,Loyal Customers,Budget,Pune,2023-04-23,1092
CUST0368,2026-04-07,2024-07-05,24,118133.98,73,4922.2491666666665,13,12,641,27.869565217391305,1.1232449297971918,118133.98,0,5,5,5,5.0,Champions,Budget,Chennai,2025-06-05,318
CUST0369,2025-12-24,2024-04-19,7,35707.02,29,5101.002857142857,7,116,614,102.33333333333333,0.3420195439739414,35707.02,1,2,2,4,2.6666666666666665,Hibernating,Premium,Chennai,2023-10-01,931
CUST0370,2025-11-22,2024-10-13,12,31552.46,30,2629.3716666666664,10,148,405,36.81818181818182,0.8888888888888888,31552.46,1,2,3,4,3.0,At Risk,Premium,Pune,2025-04-04,380
CUST0371,2026-04-01,2024-05-14,16,66182.58,49,4136.41125,11,18,687,45.8,0.6986899563318778,66182.58,0,5,4,5,4.666666666666667,Champions,Premium,Hyderabad,2023-05-25,1060
CUST0372,2025-10-08,2024-06-23,6,14161.0,19,2360.1666666666665,5,193,472,94.4,0.38135593220338987,14161.0,1,1,2,3,2.0,Hibernating,Premium,Hyderabad,2023-12-16,855
CUST0373,2026-04-18,2024-05-02,17,44943.340000000004,47,2643.7258823529414,10,1,716,44.75,0.7122905027932961,44943.34,0,5,4,4,4.333333333333333,Champions,Premium,Ahmedabad,2023-08-09,984
CUST0374,2025-07-21,2024-04-26,10,50672.44,28,5067.244000000001,8,272,451,50.111111111111114,0.6651884700665188,50672.44,1,1,3,5,3.0,Cant Lose Them,Regular,Hyderabad,2025-06-16,307
CUST0375,2026-03-07,2024-09-09,10,57416.78,39,5741.678,9,43,544,60.44444444444444,0.5514705882352942,57416.78,0,4,3,5,4.0,Loyal Customers,Premium,Delhi,2025-10-29,172
CUST0376,2026-03-30,2024-05-11,11,35195.99,37,3199.635454545454,10,20,688,68.8,0.4796511627906977,35195.99,0,5,3,4,4.0,Loyal Customers,Regular,Hyderabad,2025-07-16,277
CUST0377,2026-04-12,2024-06-26,10,60572.26,35,6057.226000000001,9,7,655,72.77777777777777,0.45801526717557256,60572.26,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Bangalore,2024-06-06,682
CUST0378,2026-01-12,2024-08-30,12,43956.57,35,3663.0475,11,97,500,45.45454545454545,0.72,43956.57,1,2,3,4,3.0,At Risk,Premium,Ahmedabad,2024-08-20,607
CUST0379,2025-11-06,2024-12-15,10,41478.97,30,4147.897,9,164,326,36.22222222222222,0.920245398773006,41478.97,1,2,3,4,3.0,At Risk,Budget,Mumbai,2025-10-14,187
CUST0380,2026-02-11,2024-05-06,7,23900.25,17,3414.3214285714284,6,67,646,107.66666666666667,0.32507739938080493,23900.25,0,3,2,3,2.6666666666666665,Potential Loyalists,Regular,Hyderabad,2023-10-14,918
CUST0381,2026-04-12,2024-08-11,10,50646.75,33,5064.675,10,7,609,67.66666666666667,0.49261083743842365,50646.75,0,5,3,5,4.333333333333333,Loyal Customers,Premium,Pune,2025-04-11,373
CUST0382,2026-04-16,2024-05-13,16,48991.57,41,3061.973125,12,3,703,46.86666666666667,0.6827880512091038,48991.57,0,5,4,4,4.333333333333333,Champions,Regular,Mumbai,2025-09-24,207
CUST0383,2026-04-07,2024-07-31,16,56220.72,41,3513.795,12,12,615,41.0,0.7804878048780488,56220.72,0,5,4,5,4.666666666666667,Champions,Regular,Delhi,2025-07-26,267
CUST0384,2026-02-08,2024-05-19,10,26897.45,28,2689.745,9,70,630,70.0,0.47619047619047616,26897.45,0,3,3,4,3.3333333333333335,Loyal Customers,Budget,Pune,2025-03-23,392
CUST0385,2026-03-21,2024-07-04,13,67662.09,47,5204.776153846154,10,29,625,52.083333333333336,0.624,67662.09,0,5,3,5,4.333333333333333,Loyal Customers,Budget,Mumbai,2024-03-26,754
CUST0386,2026-01-04,2025-04-15,7,20254.260000000002,19,2893.4657142857145,6,105,264,44.0,0.7954545454545454,20254.26,1,2,2,3,2.3333333333333335,Hibernating,Budget,Pune,2024-02-28,781
CUST0387,2026-01-06,2024-06-10,12,37429.22,30,3119.101666666667,11,103,575,52.27272727272727,0.6260869565217391,37429.22,1,2,3,4,3.0,At Risk,Regular,Delhi,2023-04-25,1090
CUST0388,2026-02-25,2024-05-06,12,27325.77,29,2277.1475,9,53,660,60.0,0.5454545454545454,27325.77,0,4,3,4,3.6666666666666665,Loyal Customers,Premium,Ahmedabad,2025-07-29,264
CUST0389,2026-02-07,2024-05-21,11,46749.26,25,4249.932727272728,10,71,627,62.7,0.5263157894736843,46749.26,0,3,3,4,3.3333333333333335,Loyal Customers,Budget,Bangalore,2025-12-11,129
CUST0390,2026-03-28,2024-08-24,7,19699.34,16,2814.191428571429,5,22,581,96.83333333333333,0.3614457831325301,19699.34,0,5,2,3,3.3333333333333335,New Customers,Budget,Delhi,2024-02-27,782
CUST0391,2026-03-16,2024-05-31,16,70531.4,53,4408.2125,13,34,654,43.6,0.7339449541284403,70531.4,0,4,4,5,4.333333333333333,Champions,Budget,Delhi,2023-10-15,917
CUST0392,2025-11-26,2024-04-20,11,50842.990000000005,38,4622.09,11,144,585,58.5,0.5641025641025641,50842.99,1,2,3,5,3.3333333333333335,At Risk,Regular,Pune,2023-06-03,1051
CUST0393,2026-02-15,2024-08-24,7,15376.69,11,2196.67,6,63,540,90.0,0.3888888888888889,15376.69,0,3,2,3,2.6666666666666665,Potential Loyalists,Regular,Ahmedabad,2024-03-24,756
CUST0394,2026-03-22,2024-05-27,16,65404.46000000001,46,4087.7787500000004,11,28,664,44.266666666666666,0.7228915662650602,65404.46,0,5,4,5,4.666666666666667,Champions,Budget,Kolkata,2026-02-24,54
CUST0395,2026-04-08,2024-06-05,12,37722.43,31,3143.5358333333334,12,11,672,61.09090909090909,0.5357142857142857,37722.43,0,5,3,4,4.0,Loyal Customers,Regular,Chennai,2023-06-28,1026
CUST0396,2026-01-26,2024-08-14,9,28535.370000000003,29,3170.596666666667,7,83,530,66.25,0.5094339622641509,28535.37,0,3,2,4,3.0,Potential Loyalists,Budget,Unknown,2026-01-05,104
CUST0397,2026-02-28,2024-05-22,15,46114.22,51,3074.2813333333334,14,50,647,46.214285714285715,0.6955177743431221,46114.22,0,4,4,4,4.0,Champions,Budget,Hyderabad,2024-08-30,597
CUST0398,2026-03-10,2024-05-20,11,39592.01,34,3599.2736363636363,10,40,659,65.9,0.5007587253414264,39592.01,0,4,3,4,3.6666666666666665,Loyal Customers,Regular,Unknown,2024-06-30,658
CUST0399,2026-04-17,2024-05-12,13,43496.28,37,3345.8676923076923,9,2,705,58.75,0.5531914893617021,43496.28,0,5,3,4,4.0,Loyal Customers,Budget,Bangalore,2023-07-10,1014
